,ITTER107,Territorio,TIPO_DATO15,Tipo di indicatore demografico,SEXISTAT1,Sesso,ETA1,Età,STATCIV2,Stato civile,TIME,Seleziona periodo,Value,Flag Codes,Flags
239850,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y32,32 anni,99,totale,2019,2019,652430,,
245347,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y32,32 anni,2,coniugata/o,2019,2019,246262,,
245352,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y32,32 anni,4,vedova/o,2019,2019,520,,
248488,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y33,33 anni,1,nubile/celibe,2019,2019,383548,,
248493,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y33,33 anni,2,coniugata/o,2019,2019,281238,,
248498,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y33,33 anni,3,divorziata/o,2019,2019,6729,,
248503,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y33,33 anni,4,vedova/o,2019,2019,630,,
248508,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y33,33 anni,99,totale,2019,2019,672536,,
262356,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y34,34 anni,1,nubile/celibe,2019,2019,360774,,
262361,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y34,34 anni,2,coniugata/o,2019,2019,314686,,
262366,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y34,34 anni,3,divorziata/o,2019,2019,8252,,
262371,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y34,34 anni,4,vedova/o,2019,2019,828,,
262376,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y34,34 anni,99,totale,2019,2019,684894,,
269392,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y35,35 anni,1,nubile/celibe,2019,2019,341183,,
269397,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y35,35 anni,2,coniugata/o,2019,2019,344340,,
269402,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y35,35 anni,3,divorziata/o,2019,2019,10019,,
269407,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y35,35 anni,4,vedova/o,2019,2019,969,,
269412,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y35,35 anni,99,totale,2019,2019,696965,,
279844,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y36,36 anni,1,nubile/celibe,2019,2019,328183,,
279849,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y36,36 anni,2,coniugata/o,2019,2019,378756,,
279854,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y36,36 anni,3,divorziata/o,2019,2019,12167,,
279859,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y36,36 anni,4,vedova/o,2019,2019,1279,,
279864,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y36,36 anni,99,totale,2019,2019,720821,,
290270,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y37,37 anni,1,nubile/celibe,2019,2019,309658,,
290275,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y37,37 anni,2,coniugata/o,2019,2019,400033,,
290280,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y37,37 anni,4,vedova/o,2019,2019,1553,,
290285,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y37,37 anni,99,totale,2019,2019,725890,,
292858,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y37,37 anni,3,divorziata/o,2019,2019,14213,,
304638,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y38,38 anni,1,nubile/celibe,2019,2019,297220,,
304643,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y38,38 anni,2,coniugata/o,2019,2019,427772,,
304648,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y38,38 anni,3,divorziata/o,2019,2019,16719,,
304653,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y38,38 anni,4,vedova/o,2019,2019,1852,,
304658,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y38,38 anni,99,totale,2019,2019,743989,,
311200,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y39,39 anni,1,nubile/celibe,2019,2019,288714,,
311205,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y39,39 anni,2,coniugata/o,2019,2019,455640,,
311210,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y39,39 anni,3,divorziata/o,2019,2019,19986,,
311215,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y39,39 anni,4,vedova/o,2019,2019,2242,,
311220,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y39,39 anni,99,totale,2019,2019,767068,,
18942,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y4,4 anni,1,nubile/celibe,2019,2019,498240,,
19013,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y4,4 anni,99,totale,2019,2019,498240,,
323512,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y40,40 anni,1,nubile/celibe,2019,2019,290394,,
323517,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y40,40 anni,2,coniugata/o,2019,2019,490790,,
323522,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y40,40 anni,3,divorziata/o,2019,2019,23641,,
323527,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y40,40 anni,4,vedova/o,2019,2019,2825,,
323532,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y40,40 anni,99,totale,2019,2019,808091,,
979085,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y40,40 anni,15,unito/a civilmente ,2019,2019,431,,
332099,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y41,41 anni,1,nubile/celibe,2019,2019,284318,,
332104,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y41,41 anni,2,coniugata/o,2019,2019,518867,,
332109,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y41,41 anni,3,divorziata/o,2019,2019,26958,,
332114,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y41,41 anni,99,totale,2019,2019,833979,,
339933,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y41,41 anni,4,vedova/o,2019,2019,3298,,
979260,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y41,41 anni,15,unito/a civilmente ,2019,2019,527,,
344667,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y42,42 anni,1,nubile/celibe,2019,2019,281659,,
344672,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y42,42 anni,2,coniugata/o,2019,2019,553184,,
344677,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y42,42 anni,3,divorziata/o,2019,2019,31253,,
344682,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y42,42 anni,4,vedova/o,2019,2019,3989,,
344687,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y42,42 anni,99,totale,2019,2019,870585,,
353008,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y43,43 anni,1,nubile/celibe,2019,2019,279964,,
353013,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y43,43 anni,2,coniugata/o,2019,2019,589649,,
353018,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y43,43 anni,3,divorziata/o,2019,2019,36065,,
353023,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y43,43 anni,4,vedova/o,2019,2019,4810,,
353028,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y43,43 anni,99,totale,2019,2019,911068,,
363460,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y44,44 anni,1,nubile/celibe,2019,2019,276383,,
363465,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y44,44 anni,2,coniugata/o,2019,2019,625050,,
363470,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y44,44 anni,3,divorziata/o,2019,2019,40466,,
363475,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y44,44 anni,4,vedova/o,2019,2019,5792,,
363480,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y44,44 anni,99,totale,2019,2019,948308,,
374242,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y45,45 anni,3,divorziata/o,2019,2019,43975,,
374593,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y45,45 anni,4,vedova/o,2019,2019,6587,,
375127,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y45,45 anni,2,coniugata/o,2019,2019,632573,,
375194,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y45,45 anni,99,totale,2019,2019,942526,,
375833,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y45,45 anni,1,nubile/celibe,2019,2019,258846,,
414072,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y46,46 anni,1,nubile/celibe,2019,2019,245691,,
414077,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y46,46 anni,2,coniugata/o,2019,2019,650033,,
414082,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y46,46 anni,3,divorziata/o,2019,2019,47725,,
414087,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y46,46 anni,4,vedova/o,2019,2019,7648,,
414092,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y46,46 anni,99,totale,2019,2019,951644,,
393168,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y47,47 anni,1,nubile/celibe,2019,2019,232792,,
393173,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y47,47 anni,2,coniugata/o,2019,2019,667104,,
393178,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y47,47 anni,3,divorziata/o,2019,2019,51494,,
393183,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y47,47 anni,4,vedova/o,2019,2019,8920,,
393188,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y47,47 anni,99,totale,2019,2019,960873,,
403656,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y48,48 anni,1,nubile/celibe,2019,2019,215965,,
403661,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y48,48 anni,2,coniugata/o,2019,2019,671540,,
403666,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y48,48 anni,3,divorziata/o,2019,2019,54236,,
403671,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y48,48 anni,4,vedova/o,2019,2019,10105,,
403676,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y48,48 anni,99,totale,2019,2019,952392,,
978340,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y48,48 anni,15,unito/a civilmente ,2019,2019,536,,
415843,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y49,49 anni,1,nubile/celibe,2019,2019,208172,,
415848,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y49,49 anni,2,coniugata/o,2019,2019,698898,,
415853,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y49,49 anni,3,divorziata/o,2019,2019,58514,,
415858,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y49,49 anni,4,vedova/o,2019,2019,11771,,
415863,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y49,49 anni,99,totale,2019,2019,977845,,
983800,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y49,49 anni,17,già in unione civile (per scioglimento unione),2019,2019,7,,
22532,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y5,5 anni,99,totale,2019,2019,507118,,
23087,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y5,5 anni,1,nubile/celibe,2019,2019,507118,,
431481,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y50,50 anni,1,nubile/celibe,2019,2019,194589,,
431486,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y50,50 anni,2,coniugata/o,2019,2019,702242,,
431491,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y50,50 anni,3,divorziata/o,2019,2019,59910,,
431496,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y50,50 anni,4,vedova/o,2019,2019,13664,,
431501,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y50,50 anni,99,totale,2019,2019,970952,,
436624,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y51,51 anni,1,nubile/celibe,2019,2019,184041,,
436629,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y51,51 anni,2,coniugata/o,2019,2019,712103,,
436634,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y51,51 anni,3,divorziata/o,2019,2019,62306,,
436639,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y51,51 anni,4,vedova/o,2019,2019,15445,,
436644,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y51,51 anni,99,totale,2019,2019,974426,,
990410,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y51,51 anni,17,già in unione civile (per scioglimento unione),2019,2019,6,,
457331,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y52,52 anni,1,nubile/celibe,2019,2019,175372,,
457336,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y52,52 anni,2,coniugata/o,2019,2019,725018,,
457341,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y52,52 anni,3,divorziata/o,2019,2019,64452,,
457346,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y52,52 anni,4,vedova/o,2019,2019,17651,,
457351,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y52,52 anni,99,totale,2019,2019,983002,,
457523,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y53,53 anni,1,nubile/celibe,2019,2019,163567,,
457528,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y53,53 anni,2,coniugata/o,2019,2019,730170,,
457533,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y53,53 anni,4,vedova/o,2019,2019,19987,,
457538,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y53,53 anni,99,totale,2019,2019,980231,,
458489,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y53,53 anni,3,divorziata/o,2019,2019,65994,,
467980,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y54,54 anni,1,nubile/celibe,2019,2019,154808,,
467985,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y54,54 anni,2,coniugata/o,2019,2019,745876,,
467990,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y54,54 anni,3,divorziata/o,2019,2019,68143,,
467995,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y54,54 anni,4,vedova/o,2019,2019,23049,,
468000,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y54,54 anni,99,totale,2019,2019,992363,,
478427,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y55,55 anni,1,nubile/celibe,2019,2019,135989,,
478432,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y55,55 anni,2,coniugata/o,2019,2019,705579,,
478437,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y55,55 anni,3,divorziata/o,2019,2019,63809,,
478442,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y55,55 anni,4,vedova/o,2019,2019,24491,,
478447,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y55,55 anni,99,totale,2019,2019,930364,,
993195,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y55,55 anni,17,già in unione civile (per scioglimento unione),2019,2019,4,,
492123,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y56,56 anni,1,nubile/celibe,2019,2019,123458,,
492128,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y56,56 anni,2,coniugata/o,2019,2019,685721,,
492133,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y56,56 anni,3,divorziata/o,2019,2019,61173,,
492138,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y56,56 anni,4,vedova/o,2019,2019,27345,,
492143,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y56,56 anni,99,totale,2019,2019,898112,,
505036,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y57,57 anni,1,nubile/celibe,2019,2019,115004,,
505041,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y57,57 anni,2,coniugata/o,2019,2019,674940,,
505046,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y57,57 anni,3,divorziata/o,2019,2019,59014,,
505051,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y57,57 anni,4,vedova/o,2019,2019,29973,,
505056,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y57,57 anni,99,totale,2019,2019,879334,,
972135,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y57,57 anni,17,già in unione civile (per scioglimento unione),2019,2019,1,,
509788,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y58,58 anni,1,nubile/celibe,2019,2019,104620,,
509793,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y58,58 anni,2,coniugata/o,2019,2019,656468,,
509798,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y58,58 anni,3,divorziata/o,2019,2019,56298,,
509803,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y58,58 anni,4,vedova/o,2019,2019,32910,,
509808,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y58,58 anni,99,totale,2019,2019,850679,,
520225,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y59,59 anni,1,nubile/celibe,2019,2019,97475,,
520230,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y59,59 anni,2,coniugata/o,2019,2019,641395,,
520235,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y59,59 anni,3,divorziata/o,2019,2019,53544,,
520240,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y59,59 anni,99,totale,2019,2019,828928,,
523608,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y59,59 anni,4,vedova/o,2019,2019,36184,,
981845,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y59,59 anni,16,già in unione civile (per decesso del partner) ,2019,2019,7,,
28922,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y6,6 anni,1,nubile/celibe,2019,2019,529609,,
30258,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y6,6 anni,99,totale,2019,2019,529609,,
530692,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y60,60 anni,1,nubile/celibe,2019,2019,88406,,
530697,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y60,60 anni,2,coniugata/o,2019,2019,613506,,
530702,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y60,60 anni,3,divorziata/o,2019,2019,49502,,
530707,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y60,60 anni,4,vedova/o,2019,2019,39030,,
530712,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y60,60 anni,99,totale,2019,2019,790780,,
979445,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y60,60 anni,16,già in unione civile (per decesso del partner) ,2019,2019,6,,
543860,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y61,61 anni,1,nubile/celibe,2019,2019,83229,,
543865,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y61,61 anni,2,coniugata/o,2019,2019,607419,,
543870,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y61,61 anni,3,divorziata/o,2019,2019,47932,,
543875,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y61,61 anni,4,vedova/o,2019,2019,42703,,
543880,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y61,61 anni,99,totale,2019,2019,781577,,
551591,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y62,62 anni,2,coniugata/o,2019,2019,595769,,
551596,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y62,62 anni,3,divorziata/o,2019,2019,44613,,
551601,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y62,62 anni,4,vedova/o,2019,2019,47096,,
561715,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y62,62 anni,1,nubile/celibe,2019,2019,76447,,
561720,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y62,62 anni,99,totale,2019,2019,764192,,
989460,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y62,62 anni,16,già in unione civile (per decesso del partner) ,2019,2019,3,,
562048,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y63,63 anni,1,nubile/celibe,2019,2019,71588,,
562053,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y63,63 anni,2,coniugata/o,2019,2019,583787,,
562058,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y63,63 anni,3,divorziata/o,2019,2019,41654,,
562063,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y63,63 anni,4,vedova/o,2019,2019,50622,,
562068,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y63,63 anni,99,totale,2019,2019,747881,,
572490,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y64,64 anni,1,nubile/celibe,2019,2019,66853,,
572495,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y64,64 anni,2,coniugata/o,2019,2019,572350,,
573495,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y64,64 anni,3,divorziata/o,2019,2019,39026,,
573500,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y64,64 anni,4,vedova/o,2019,2019,56182,,
573505,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y64,64 anni,99,totale,2019,2019,734624,,
582952,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y65,65 anni,1,nubile/celibe,2019,2019,60565,,
582957,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y65,65 anni,2,coniugata/o,2019,2019,543749,,
582962,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y65,65 anni,3,divorziata/o,2019,2019,35581,,
582967,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y65,65 anni,4,vedova/o,2019,2019,58615,,
582972,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y65,65 anni,99,totale,2019,2019,698687,,
593357,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y66,66 anni,1,nubile/celibe,2019,2019,57374,,
593362,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y66,66 anni,3,divorziata/o,2019,2019,33016,,
593367,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y66,66 anni,4,vedova/o,2019,2019,63593,,
599793,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y66,66 anni,2,coniugata/o,2019,2019,531302,,
599798,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y66,66 anni,99,totale,2019,2019,685459,,
999690,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y66,66 anni,15,unito/a civilmente ,2019,2019,167,,
607228,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y67,67 anni,1,nubile/celibe,2019,2019,53813,,
607233,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y67,67 anni,2,coniugata/o,2019,2019,525251,,
607238,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y67,67 anni,3,divorziata/o,2019,2019,31102,,
607243,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y67,67 anni,4,vedova/o,2019,2019,70093,,
607248,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y67,67 anni,99,totale,2019,2019,680430,,
992930,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y67,67 anni,16,già in unione civile (per decesso del partner) ,2019,2019,8,,
614308,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y68,68 anni,1,nubile/celibe,2019,2019,53429,,
614313,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y68,68 anni,2,coniugata/o,2019,2019,538232,,
614318,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y68,68 anni,3,divorziata/o,2019,2019,30731,,
614323,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y68,68 anni,4,vedova/o,2019,2019,79264,,
614328,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y68,68 anni,99,totale,2019,2019,701821,,
983270,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y68,68 anni,16,già in unione civile (per decesso del partner) ,2019,2019,6,,
624750,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y69,69 anni,1,nubile/celibe,2019,2019,50928,,
624755,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y69,69 anni,2,coniugata/o,2019,2019,534318,,
624760,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y69,69 anni,3,divorziata/o,2019,2019,28798,,
624765,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y69,69 anni,4,vedova/o,2019,2019,88119,,
624770,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y69,69 anni,99,totale,2019,2019,702312,,
35045,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y7,7 anni,1,nubile/celibe,2019,2019,537809,,
35142,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y7,7 anni,99,totale,2019,2019,537809,,
636666,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y70,70 anni,1,nubile/celibe,2019,2019,51485,,
636671,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y70,70 anni,2,coniugata/o,2019,2019,548045,,
636676,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y70,70 anni,3,divorziata/o,2019,2019,27558,,
636681,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y70,70 anni,4,vedova/o,2019,2019,100851,,
636686,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y70,70 anni,99,totale,2019,2019,728090,,
654842,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y71,71 anni,1,nubile/celibe,2019,2019,47904,,
654847,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y71,71 anni,2,coniugata/o,2019,2019,524148,,
654852,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y71,71 anni,3,divorziata/o,2019,2019,25987,,
654857,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y71,71 anni,4,vedova/o,2019,2019,108485,,
654862,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y71,71 anni,99,totale,2019,2019,706643,,
661420,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y72,72 anni,1,nubile/celibe,2019,2019,45921,,
661425,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y72,72 anni,2,coniugata/o,2019,2019,511639,,
661430,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y72,72 anni,3,divorziata/o,2019,2019,24165,,
661435,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y72,72 anni,4,vedova/o,2019,2019,118603,,
661440,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y72,72 anni,99,totale,2019,2019,700442,,
666568,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y73,73 anni,1,nubile/celibe,2019,2019,35145,,
666573,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y73,73 anni,2,coniugata/o,2019,2019,381823,,
666578,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y73,73 anni,3,divorziata/o,2019,2019,17430,,
666583,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y73,73 anni,4,vedova/o,2019,2019,100973,,
666588,IT,Italia,JAN,popolazione al 1º gennaio,9,totale,Y73,73 anni,99,totale,2019,2019,535439,,
